;TP_SEXO;TP_COR_RACA;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO;CO_MUNICIPIO_ESC;Q001;Q002;Q003;Q004;Q022;Q024;Q025;RendaMaxima;ClasseSocial;anosEstudoPai;anosEstudoMae;RazaoPessoasQuarto;PessoasPorQuarto;mediaNota;NOTA_MT;NOTA_LC;NOTA_CH;NOTA_CN;NOTA_REDACAO;Cluster
91;F;Parda;Estadual;Urbano;380.4;467.7;535.7;506.3;740.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;5;5;1.67;(1, 2];526.02;(500, 650];(500, 650];(300, 500];(300, 500];(650.0, 800.0];1
92;M;Parda;Estadual;Rural;422.3;405.6;396.5;387.5;320.0;2211001.0;FundamentalIncompleto;Medio;Grupo(A,B,C);Grupo(D,E);Sim;Não;Nao;998;E;4;12;1.5;(1, 2];386.38;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
93;F;Parda;Estadual;Urbano;498.2;570.0;568.6;503.4;580.0;2211001.0;FundamentalIncompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;998;E;5;12;1.0;(0, 1];544.04;(500, 650];(500, 650];(500, 650];(300, 500];(500.0, 650.0];0
94;M;Preta;Estadual;Urbano;392.3;518.0;435.3;427.3;500.0;2211001.0;FundamentalIncompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;1497;E;4;12;2.0;(1, 2];454.58;(300, 500];(300, 500];(500, 650];(300, 500];(300.0, 500.0];1
95;F;Branco;Particular;Urbano;560.4;657.0;602.1;841.0;820.0;2211001.0;Medio;Medio;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;11976;B;12;12;0.67;(0, 1];696.1;(800, 1000];(500, 650];(650, 800];(500, 650];(800.0, 1000.0];0
96;F;Parda;Estadual;Urbano;455.4;458.7;474.7;454.0;640.0;2211001.0;NaoSabe;FundamentalIncompleto;NãoSabe;Grupo(A,B,C);Sim;Não;Sim;0;E;0;4;3.5;(3, 4];496.56000000000006;(300, 500];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
97;F;Parda;Estadual;Urbano;452.7;390.6;443.4;432.8;500.0;2211001.0;NaoSabe;Medio;NãoSabe;Grupo(A,B,C);Sim;Sim;Sim;1996;E;0;12;1.33;(1, 2];443.9;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
98;F;Parda;Estadual;Urbano;413.9;486.8;554.0;428.1;540.0;2211001.0;NaoSabe;Medio;NãoSabe;Grupo(A,B,C);Sim;Não;Nao;998;E;0;12;1.5;(1, 2];484.56000000000006;(300, 500];(500, 650];(300, 500];(300, 500];(500.0, 650.0];1
99;M;Parda;Estadual;Urbano;591.8;561.3;587.3;663.8;760.0;2211001.0;NaoSabe;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;1996;E;0;12;2.5;(2, 3];632.8399999999998;(650, 800];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
100;F;Parda;Estadual;Urbano;383.0;383.5;462.4;420.1;680.0;2211001.0;FundamentalIncompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;1497;E;5;12;2.0;(1, 2];465.8;(300, 500];(300, 500];(300, 500];(300, 500];(650.0, 800.0];1
101;F;Parda;Estadual;Urbano;492.8;448.2;530.4;454.1;580.0;2211001.0;FundamentalCompleto;Medio;NãoSabe;Grupo(A,B,C);Sim;Não;Sim;1497;E;9;12;3.0;(2, 3];501.1;(300, 500];(500, 650];(300, 500];(300, 500];(500.0, 650.0];1
102;F;Parda;Estadual;Urbano;460.1;528.4;472.2;458.0;440.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;4;0;1.5;(1, 2];471.74;(300, 500];(300, 500];(500, 650];(300, 500];(300.0, 500.0];1
103;F;Preta;Estadual;Urbano;397.6;509.8;563.3;516.4;600.0;2211001.0;NaoSabe;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;1497;E;0;5;3.0;(2, 3];517.42;(500, 650];(500, 650];(500, 650];(300, 500];(500.0, 650.0];1
104;F;Preta;Estadual;Urbano;390.5;543.0;548.6;517.2;880.0;2211001.0;FundamentalCompleto;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;998;E;9;9;1.5;(1, 2];575.86;(500, 650];(500, 650];(500, 650];(300, 500];(800.0, 1000.0];0
105;M;Parda;Estadual;Urbano;393.5;402.4;369.2;439.3;380.0;2211001.0;NaoSabe;FundamentalIncompleto;NãoSabe;Grupo(A,B,C);Sim;Não;Nao;998;E;0;4;2.5;(2, 3];396.88;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
106;F;Parda;Estadual;Urbano;439.6;557.6;551.7;550.5;720.0;2211001.0;FundamentalIncompleto;Superior;NãoSabe;Grupo(D,E);Sim;Não;Sim;1497;E;0;16;1.0;(0, 1];563.88;(500, 650];(500, 650];(500, 650];(300, 500];(650.0, 800.0];0
107;F;Parda;Estadual;Urbano;496.7;579.9;551.7;454.9;560.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;1996;E;5;5;2.0;(1, 2];528.64;(300, 500];(500, 650];(500, 650];(300, 500];(500.0, 650.0];1
108;M;Parda;Estadual;Urbano;513.4;560.2;560.4;554.0;580.0;2211001.0;FundamentalCompleto;Superior;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;9;16;2.0;(1, 2];553.6;(500, 650];(500, 650];(500, 650];(500, 650];(500.0, 650.0];0
109;F;Branco;Estadual;Urbano;432.5;503.4;540.9;372.2;580.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;998;E;4;5;2.5;(2, 3];485.8;(300, 500];(500, 650];(500, 650];(300, 500];(500.0, 650.0];1
110;F;Parda;Estadual;Urbano;397.8;375.7;402.2;393.7;500.0;2211001.0;Medio;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;998;E;12;5;2.0;(1, 2];413.88;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
111;M;Parda;Particular;Urbano;597.7;601.7;578.8;746.1;920.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;11976;B;16;18;1.33;(1, 2];688.86;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
112;M;Preta;Particular;Urbano;556.2;516.3;585.9;521.3;880.0;2211001.0;FundamentalIncompleto;Superior;Grupo(A,B,C);Grupo(D,E);Sim;Sim;Sim;8982;C;5;18;1.0;(0, 1];611.9399999999998;(500, 650];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
113;F;Parda;Estadual;Urbano;457.9;534.2;578.7;549.3;940.0;2211001.0;NaoSabe;Medio;NãoSabe;Grupo(A,B,C);Sim;Não;Nao;998;E;0;12;3.0;(2, 3];612.02;(500, 650];(500, 650];(500, 650];(300, 500];(800.0, 1000.0];0
114;F;Parda;Estadual;Urbano;373.8;456.6;492.1;454.3;360.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;998;E;4;4;1.33;(1, 2];427.36;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
115;F;Parda;Estadual;Urbano;462.4;403.4;493.5;369.7;500.0;2211001.0;NaoSabe;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;0;9;3.0;(2, 3];445.8;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
116;F;Parda;Estadual;Urbano;527.6;524.1;559.6;507.1;840.0;2211001.0;FundamentalIncompleto;Superior;Grupo(A,B,C);Grupo(D,E);Sim;Não;Sim;1497;E;4;18;1.33;(1, 2];591.6800000000002;(500, 650];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
117;F;Parda;Particular;Urbano;437.2;552.7;516.4;538.0;880.0;2211001.0;FundamentalCompleto;Medio;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;1497;E;9;12;1.0;(0, 1];584.8599999999999;(500, 650];(500, 650];(500, 650];(300, 500];(800.0, 1000.0];0
118;M;Parda;Particular;Urbano;461.9;468.8;489.3;562.7;760.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;1497;E;4;4;1.67;(1, 2];548.5400000000002;(500, 650];(300, 500];(300, 500];(300, 500];(650.0, 800.0];1
119;F;Branco;Particular;Urbano;583.8;638.1;607.7;742.9;960.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Não;Sim;14970;B;16;16;1.25;(1, 2];706.5;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
120;F;Branco;Estadual;Urbano;621.5;634.4;610.7;621.1;600.0;2211001.0;Medio;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;1996;E;12;5;1.33;(1, 2];617.54;(500, 650];(500, 650];(500, 650];(500, 650];(500.0, 650.0];0
121;M;NaoDeclarado;Estadual;Urbano;456.0;445.1;400.5;402.1;720.0;2211001.0;FundamentalIncompleto;Medio;Grupo(A,B,C);NãoSabe;Sim;Sim;Sim;1497;E;5;12;1.33;(1, 2];484.74;(300, 500];(300, 500];(300, 500];(300, 500];(650.0, 800.0];1
122;F;Preta;Estadual;Urbano;452.7;452.3;488.4;448.8;620.0;2211001.0;NaoSabe;FundamentalIncompleto;NãoSabe;Grupo(A,B,C);Sim;Não;Sim;998;E;0;5;1.5;(1, 2];492.44;(300, 500];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
123;M;Branco;Particular;Urbano;617.1;603.0;588.7;773.6;840.0;2211001.0;Medio;Medio;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;11976;B;12;12;1.0;(0, 1];684.48;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
124;M;Preta;Estadual;Urbano;373.6;433.2;448.6;503.9;460.0;2211001.0;FundamentalIncompleto;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;1497;E;4;9;1.5;(1, 2];443.86;(500, 650];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
125;F;Branco;Estadual;Urbano;500.9;521.1;564.3;491.8;800.0;2211001.0;FundamentalIncompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;2495;D;4;12;2.5;(2, 3];575.62;(300, 500];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
126;F;Branco;Estadual;Urbano;577.7;593.5;589.6;605.8;560.0;2211001.0;FundamentalIncompleto;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;1497;E;4;9;2.0;(1, 2];585.3199999999998;(500, 650];(500, 650];(500, 650];(500, 650];(500.0, 650.0];0
127;M;Branco;Estadual;Urbano;524.7;517.2;527.7;516.2;420.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;1497;E;12;12;1.33;(1, 2];501.16;(500, 650];(500, 650];(500, 650];(500, 650];(300.0, 500.0];1
128;F;Parda;Estadual;Urbano;454.1;466.8;539.6;540.7;700.0;2211001.0;FundamentalIncompleto;Superior;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;998;E;4;18;4.0;(3, 4];540.24;(500, 650];(500, 650];(300, 500];(300, 500];(650.0, 800.0];1
129;F;Parda;Estadual;Urbano;460.2;493.0;498.3;436.8;480.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;1996;E;5;5;2.0;(1, 2];473.66;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
130;M;Indigena;Estadual;Urbano;434.8;477.1;467.5;470.3;680.0;2211001.0;FundamentalCompleto;FundamentalCompleto;Grupo(A,B,C);NãoSabe;Sim;Não;Sim;1497;E;9;9;1.33;(1, 2];505.94000000000005;(300, 500];(300, 500];(300, 500];(300, 500];(650.0, 800.0];1
131;F;Parda;Estadual;Urbano;481.4;422.0;405.0;508.5;580.0;2211001.0;Superior;FundamentalCompleto;NãoSabe;Grupo(A,B,C);Sim;Não;Sim;0;E;16;9;2.0;(1, 2];479.38;(500, 650];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
132;F;Branco;Estadual;Urbano;469.0;473.6;544.6;511.2;400.0;2211001.0;FundamentalIncompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;1497;E;0;12;5.0;(4, 20];479.68;(500, 650];(500, 650];(300, 500];(300, 500];(300.0, 500.0];1
133;F;Branco;Particular;Urbano;582.5;577.2;595.4;720.6;820.0;2211001.0;Medio;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;6986;C;12;18;1.67;(1, 2];659.14;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
134;M;Parda;Estadual;Urbano;394.7;462.0;474.0;414.7;520.0;2211001.0;FundamentalCompleto;FundamentalCompleto;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;1996;E;9;9;1.33;(1, 2];453.08;(300, 500];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
135;M;Amarelo;Estadual;Urbano;416.3;413.8;505.1;502.3;420.0;2211001.0;NaoSabe;Medio;NãoSabe;Grupo(D,E);Sim;Sim;Sim;1497;E;0;12;0.67;(0, 1];451.5;(500, 650];(500, 650];(300, 500];(300, 500];(300.0, 500.0];1
136;F;Parda;Particular;Urbano;359.7;496.1;464.5;497.6;720.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;NãoSabe;NãoSabe;Sim;Sim;Sim;2495;D;4;5;1.0;(0, 1];507.57999999999987;(300, 500];(300, 500];(300, 500];(300, 500];(650.0, 800.0];1
137;F;Parda;Particular;Urbano;448.6;435.3;523.2;437.8;580.0;2211001.0;Medio;Medio;Grupo(D,E);Grupo(D,E);Sim;Não;Sim;1996;E;12;12;0.67;(0, 1];484.98;(300, 500];(500, 650];(300, 500];(300, 500];(500.0, 650.0];1
138;F;Parda;Particular;Urbano;417.4;572.3;524.9;471.0;880.0;2211001.0;Medio;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;12;9;1.5;(1, 2];573.12;(300, 500];(500, 650];(500, 650];(300, 500];(800.0, 1000.0];0
139;F;Preta;Particular;Urbano;350.7;445.0;496.0;369.7;440.0;2211001.0;FundamentalIncompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;1497;E;4;12;2.5;(2, 3];420.28;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
140;M;NaoDeclarado;Federal;Urbano;600.6;615.4;616.5;712.5;660.0;2211001.0;FundamentalIncompleto;Medio;NãoSabe;Grupo(A,B,C);Sim;Não;Nao;0;E;4;12;1.5;(1, 2];641.0;(650, 800];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
141;M;Branco;Particular;Urbano;843.2;789.9;627.7;984.2;980.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;6986;C;18;18;1.67;(1, 2];845.0;(800, 1000];(500, 650];(650, 800];(800, 1000];(800.0, 1000.0];0
142;F;Parda;Particular;Urbano;552.7;571.9;596.1;712.9;860.0;2211001.0;Superior;Superior;Grupo(A,B,C);Grupo(D,E);Sim;Sim;Sim;9980;C;16;18;1.0;(0, 1];658.72;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
143;F;Parda;Estadual;Urbano;457.4;500.8;499.4;477.3;940.0;2211001.0;FundamentalIncompleto;Medio;Grupo(D,E);Grupo(A,B,C);Sim;Sim;Sim;2994;D;5;12;2.0;(1, 2];574.98;(300, 500];(300, 500];(500, 650];(300, 500];(800.0, 1000.0];1
144;F;Branco;Particular;Urbano;605.7;658.5;612.6;723.1;920.0;2211001.0;Medio;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;4990;C;12;16;0.67;(0, 1];703.9799999999998;(650, 800];(500, 650];(650, 800];(500, 650];(800.0, 1000.0];0
145;F;Parda;Estadual;Urbano;445.8;349.9;431.9;401.4;500.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;4;4;3.0;(2, 3];425.8;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
146;F;Parda;Estadual;Urbano;516.4;551.4;541.4;491.6;760.0;2211001.0;FundamentalIncompleto;Superior;Grupo(A,B,C);Grupo(D,E);Sim;Sim;Sim;1497;E;5;16;1.67;(1, 2];572.1600000000002;(300, 500];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
147;F;Parda;Estadual;Urbano;488.5;559.8;584.7;567.8;800.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;1497;E;12;12;1.67;(1, 2];600.1600000000002;(500, 650];(500, 650];(500, 650];(300, 500];(650.0, 800.0];0
148;F;Parda;Estadual;Urbano;492.2;504.4;523.6;399.4;600.0;2211001.0;FundamentalIncompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;4;12;3.0;(2, 3];503.92;(300, 500];(500, 650];(500, 650];(300, 500];(500.0, 650.0];1
149;F;Parda;Estadual;Urbano;471.5;518.3;482.1;436.6;360.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;1497;E;12;12;2.0;(1, 2];453.7;(300, 500];(300, 500];(500, 650];(300, 500];(300.0, 500.0];1
150;F;Branco;Particular;Urbano;666.5;674.5;631.1;828.3;980.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;11976;B;16;18;1.0;(0, 1];756.0799999999998;(800, 1000];(500, 650];(650, 800];(650, 800];(800.0, 1000.0];0
151;F;Parda;Estadual;Urbano;502.2;553.2;576.9;541.1;820.0;2211001.0;FundamentalIncompleto;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;998;E;5;9;2.0;(1, 2];598.68;(500, 650];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
152;M;Preta;Estadual;Urbano;396.3;441.5;361.5;454.5;440.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;0;4;1.5;(1, 2];418.7600000000001;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
153;F;Parda;Estadual;Urbano;447.3;520.6;513.4;619.8;840.0;2211001.0;FundamentalIncompleto;Superior;Grupo(A,B,C);Grupo(D,E);Sim;Não;Sim;1996;E;4;16;2.0;(1, 2];588.22;(500, 650];(500, 650];(500, 650];(300, 500];(800.0, 1000.0];0
154;F;Parda;Estadual;Urbano;481.5;559.2;579.3;589.9;680.0;2211001.0;FundamentalCompleto;Medio;Grupo(D,E);Grupo(A,B,C);Sim;Sim;Sim;2495;D;9;12;2.0;(1, 2];577.98;(500, 650];(500, 650];(500, 650];(300, 500];(650.0, 800.0];0
155;M;Preta;Estadual;Urbano;460.1;511.4;508.7;491.7;580.0;2211001.0;FundamentalCompleto;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;998;E;9;9;2.0;(1, 2];510.38;(300, 500];(500, 650];(500, 650];(300, 500];(500.0, 650.0];1
156;F;Parda;Particular;Urbano;598.7;577.4;627.5;689.4;920.0;2211001.0;Superior;Medio;Grupo(D,E);Grupo(A,B,C);Sim;Sim;Sim;3992;D;18;12;2.0;(1, 2];682.6;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
157;M;Parda;Estadual;Urbano;422.3;458.9;418.5;472.9;640.0;2211001.0;FundamentalCompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;1497;E;9;5;1.67;(1, 2];482.52;(300, 500];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
158;F;Parda;Estadual;Urbano;489.5;475.3;518.2;567.1;660.0;2211001.0;Medio;Medio;Grupo(D,E);Grupo(D,E);Sim;Não;Sim;1497;E;12;12;1.67;(1, 2];542.02;(500, 650];(500, 650];(300, 500];(300, 500];(650.0, 800.0];1
159;F;Parda;Estadual;Urbano;434.9;508.6;509.5;390.6;440.0;2211001.0;NaoSabe;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;998;E;0;5;2.5;(2, 3];456.72;(300, 500];(500, 650];(500, 650];(300, 500];(300.0, 500.0];1
160;F;Parda;Estadual;Urbano;450.5;386.9;506.0;470.6;640.0;2211001.0;FundamentalIncompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;998;E;5;12;7.0;(4, 20];490.8;(300, 500];(500, 650];(300, 500];(300, 500];(500.0, 650.0];1
161;F;Branco;Estadual;Urbano;577.6;617.9;621.9;726.0;920.0;2211001.0;FundamentalIncompleto;Superior;Grupo(A,B,C);Grupo(D,E);Sim;Não;Nao;2994;D;5;18;1.0;(0, 1];692.6800000000002;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
162;F;Parda;Estadual;Urbano;373.4;435.5;524.3;512.8;360.0;2211001.0;NaoSabe;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;0;12;1.5;(1, 2];441.2;(500, 650];(500, 650];(300, 500];(300, 500];(300.0, 500.0];1
163;F;Parda;Estadual;Urbano;422.7;478.2;524.7;412.8;300.0;2211001.0;Medio;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;1996;E;12;5;2.0;(1, 2];427.68;(300, 500];(500, 650];(300, 500];(300, 500];(-0.001, 300.0];1
164;F;Parda;Particular;Urbano;582.9;651.6;578.6;769.9;840.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;5988;C;16;16;1.5;(1, 2];684.6;(650, 800];(500, 650];(650, 800];(500, 650];(800.0, 1000.0];0
165;F;Preta;Estadual;Urbano;407.9;477.0;512.0;367.6;500.0;2211001.0;FundamentalIncompleto;Superior;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;1497;E;5;16;1.33;(1, 2];452.9;(300, 500];(500, 650];(300, 500];(300, 500];(300.0, 500.0];1
166;F;Parda;Estadual;Urbano;505.5;490.8;515.0;550.8;560.0;2211001.0;Medio;FundamentalCompleto;NãoSabe;Grupo(A,B,C);Sim;Não;Sim;0;E;12;9;2.0;(1, 2];524.42;(500, 650];(500, 650];(300, 500];(500, 650];(500.0, 650.0];1
167;F;Parda;Estadual;Urbano;417.1;438.7;499.0;553.5;480.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;1497;E;4;5;3.0;(2, 3];477.66;(500, 650];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
168;F;Parda;Estadual;Urbano;518.0;607.8;588.5;585.6;620.0;2211001.0;NaoSabe;Medio;NãoSabe;Grupo(D,E);Sim;Não;Sim;3992;D;0;12;2.0;(1, 2];583.98;(500, 650];(500, 650];(500, 650];(500, 650];(500.0, 650.0];0
169;F;Parda;Estadual;Urbano;399.7;397.9;458.2;445.2;580.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;5;5;1.5;(1, 2];456.2;(300, 500];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
170;M;Parda;Particular;Urbano;562.1;566.8;614.7;559.9;900.0;2211001.0;Medio;Medio;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;2495;D;12;12;2.0;(1, 2];640.7;(500, 650];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
171;F;Parda;Estadual;Urbano;408.1;327.2;494.0;387.7;540.0;2211001.0;FundamentalCompleto;Medio;Grupo(A,B,C);Grupo(D,E);Sim;Não;Sim;1497;E;9;12;1.67;(1, 2];431.4;(300, 500];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
172;F;Branco;Estadual;Urbano;462.3;557.3;560.2;487.1;620.0;2211001.0;FundamentalIncompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;4;12;1.33;(1, 2];537.38;(300, 500];(500, 650];(500, 650];(300, 500];(500.0, 650.0];0
173;F;Preta;Estadual;Urbano;438.8;565.6;527.4;482.9;600.0;2211001.0;FundamentalCompleto;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;9;9;1.33;(1, 2];522.94;(300, 500];(500, 650];(500, 650];(300, 500];(500.0, 650.0];1
174;F;Parda;Estadual;Urbano;547.3;601.8;588.6;427.1;780.0;2211001.0;NaoSabe;Medio;Grupo(D,E);Grupo(D,E);Sim;Não;Sim;1996;E;0;12;2.0;(1, 2];588.96;(300, 500];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
175;F;Parda;Estadual;Urbano;421.1;490.1;484.6;407.9;500.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;1497;E;4;5;2.5;(2, 3];460.74;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
176;M;Parda;Estadual;Urbano;389.3;348.8;440.3;427.6;480.0;2211001.0;FundamentalIncompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;0;12;1.33;(1, 2];417.2;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
177;M;Parda;Estadual;Urbano;419.8;474.8;496.3;373.2;560.0;2211001.0;FundamentalIncompleto;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;1497;E;4;9;2.0;(1, 2];464.82;(300, 500];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
178;F;Parda;Estadual;Urbano;362.4;478.9;486.4;419.0;560.0;2211001.0;FundamentalCompleto;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;9;9;2.0;(1, 2];461.34;(300, 500];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
179;F;Parda;Estadual;Urbano;571.3;569.0;608.7;732.1;940.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;NãoSabe;Grupo(D,E);Sim;Sim;Sim;1497;E;5;5;2.0;(1, 2];684.22;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
180;F;Parda;Estadual;Urbano;546.7;565.9;580.9;496.5;560.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;998;E;12;12;1.5;(1, 2];550.0;(300, 500];(500, 650];(500, 650];(500, 650];(500.0, 650.0];0
181;M;Parda;Estadual;Urbano;491.0;504.6;504.5;528.5;440.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;1497;E;12;12;4.0;(3, 4];493.72;(500, 650];(500, 650];(500, 650];(300, 500];(300.0, 500.0];1
