;TP_SEXO;TP_COR_RACA;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO;CO_MUNICIPIO_ESC;Q001;Q002;Q003;Q004;Q022;Q024;Q025;RendaMaxima;ClasseSocial;anosEstudoPai;anosEstudoMae;RazaoPessoasQuarto;PessoasPorQuarto;mediaNota;NOTA_MT;NOTA_LC;NOTA_CH;NOTA_CN;NOTA_REDACAO;Cluster
5876;F;Parda;Estadual;Urbano;530.4;601.1;610.8;539.0;880.0;2211001.0;FundamentalCompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Nao;1497;E;9;12;1.5;(1, 2];632.26;(500, 650];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
5877;F;Parda;Estadual;Urbano;525.9;548.9;532.9;690.2;920.0;2211001.0;NaoSabe;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;998;E;0;9;3.5;(3, 4];643.58;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
5878;F;Preta;Estadual;Urbano;369.7;485.4;532.2;448.0;680.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;4;0;1.0;(0, 1];503.06;(300, 500];(500, 650];(300, 500];(300, 500];(650.0, 800.0];1
5879;F;Preta;Estadual;Urbano;455.7;564.8;546.6;581.8;840.0;2211001.0;Medio;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;12;5;2.0;(1, 2];597.78;(500, 650];(500, 650];(500, 650];(300, 500];(800.0, 1000.0];0
5880;F;NaoDeclarado;Estadual;Urbano;412.3;461.4;477.3;384.9;560.0;2211001.0;NaoSabe;NaoSabe;NãoSabe;Grupo(A,B,C);Sim;Não;Nao;998;E;0;0;1.5;(1, 2];459.18;(300, 500];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
5881;M;Parda;Estadual;Urbano;386.5;469.5;442.4;466.3;640.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;998;E;12;12;1.33;(1, 2];480.94;(300, 500];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
5882;F;Parda;Estadual;Urbano;455.4;591.0;591.1;557.9;920.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;1497;E;12;12;5.0;(4, 20];623.08;(500, 650];(500, 650];(500, 650];(300, 500];(800.0, 1000.0];0
5883;M;Preta;Particular;Urbano;501.2;553.9;520.3;478.2;620.0;2211001.0;Medio;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Não;Não;Sim;0;E;12;5;1.0;(0, 1];534.7199999999998;(300, 500];(500, 650];(500, 650];(500, 650];(500.0, 650.0];1
5884;F;NaoDeclarado;Particular;Urbano;585.4;614.3;644.8;701.4;940.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Não;Nao;3992;D;18;18;1.33;(1, 2];697.1800000000002;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
5885;F;Branco;Particular;Urbano;588.5;542.5;568.2;541.6;860.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;12;12;1.5;(1, 2];620.1600000000002;(500, 650];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
5886;F;Parda;Estadual;Urbano;457.4;460.0;510.7;444.4;600.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;998;E;5;4;6.0;(4, 20];494.5;(300, 500];(500, 650];(300, 500];(300, 500];(500.0, 650.0];1
5887;M;Parda;Federal;Urbano;628.4;663.6;605.8;622.9;700.0;2211001.0;Medio;Medio;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;2994;D;12;12;1.5;(1, 2];644.1400000000001;(500, 650];(500, 650];(650, 800];(500, 650];(650.0, 800.0];0
5888;M;Branco;Particular;Urbano;578.1;577.5;529.4;745.4;920.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;9980;C;16;16;1.5;(1, 2];670.08;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
5889;F;Parda;Particular;Urbano;571.7;586.6;603.9;648.5;980.0;2211001.0;FundamentalCompleto;Medio;Grupo(D,E);Grupo(D,E);Sim;Não;Sim;1996;E;9;12;1.67;(1, 2];678.14;(500, 650];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
5890;M;Branco;Particular;Urbano;504.4;600.1;575.6;679.1;760.0;2211001.0;Medio;Superior;Grupo(D,E);Grupo(A,B,C);Sim;Sim;Sim;2495;D;12;16;1.33;(1, 2];623.84;(650, 800];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
5891;F;Parda;Particular;Urbano;605.8;594.6;589.4;684.5;900.0;2211001.0;NaoSabe;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;5988;C;0;18;1.33;(1, 2];674.86;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
5892;M;Parda;Federal;Urbano;447.4;461.0;498.9;556.2;580.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Não;Não;Nao;0;E;4;4;1.67;(1, 2];508.7;(500, 650];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
5893;F;Parda;Estadual;Urbano;387.9;448.9;502.3;480.4;340.0;2211001.0;FundamentalIncompleto;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;1497;E;4;9;2.33;(2, 3];431.9;(300, 500];(500, 650];(300, 500];(300, 500];(300.0, 500.0];1
5894;M;Branco;Estadual;Urbano;430.9;550.3;484.9;518.3;620.0;2211001.0;NaoSabe;Superior;NãoSabe;Grupo(D,E);Sim;Sim;Nao;1497;E;0;16;2.0;(1, 2];520.88;(500, 650];(300, 500];(500, 650];(300, 500];(500.0, 650.0];1
5895;F;Preta;Estadual;Urbano;348.8;508.6;453.7;462.2;720.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;998;E;4;5;2.5;(2, 3];498.66;(300, 500];(300, 500];(500, 650];(300, 500];(650.0, 800.0];1
5896;M;Preta;Estadual;Urbano;384.0;569.9;561.9;462.4;740.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;12;12;1.33;(1, 2];543.64;(300, 500];(500, 650];(500, 650];(300, 500];(650.0, 800.0];1
5897;F;Preta;Particular;Urbano;525.1;584.6;520.5;526.9;920.0;2211001.0;Superior;NaoSabe;Grupo(D,E);Grupo(A,B,C);Sim;Sim;Sim;2495;D;18;0;1.33;(1, 2];615.42;(500, 650];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
5898;F;Branco;Particular;Urbano;592.2;635.6;584.7;749.5;980.0;2211001.0;FundamentalIncompleto;FundamentalCompleto;Grupo(D,E);Grupo(D,E);Sim;Não;Sim;1497;E;5;9;2.67;(2, 3];708.4;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
5899;F;Parda;Federal;Urbano;614.8;607.8;613.3;732.2;920.0;2211001.0;FundamentalIncompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;3992;D;5;12;1.33;(1, 2];697.6200000000001;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
5900;M;Parda;Estadual;Urbano;445.6;382.8;512.6;470.3;620.0;2211001.0;Medio;FundamentalIncompleto;Grupo(A,B,C);NãoSabe;Sim;Não;Sim;998;E;12;5;3.5;(3, 4];486.2600000000001;(300, 500];(500, 650];(300, 500];(300, 500];(500.0, 650.0];1
5901;F;Branco;Particular;Urbano;558.0;546.2;614.2;702.2;740.0;2211001.0;Superior;Medio;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;3992;D;18;12;1.5;(1, 2];632.1200000000001;(650, 800];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
5902;F;Branco;Particular;Urbano;532.4;523.8;568.0;692.2;920.0;2211001.0;FundamentalIncompleto;FundamentalCompleto;Grupo(D,E);Grupo(D,E);Sim;Não;Sim;1497;E;5;9;2.67;(2, 3];647.28;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
5903;F;Parda;Federal;Urbano;431.3;565.3;542.5;457.0;580.0;2211001.0;FundamentalCompleto;FundamentalCompleto;Grupo(D,E);Grupo(D,E);Sim;Não;Sim;1497;E;9;9;2.0;(1, 2];515.22;(300, 500];(500, 650];(500, 650];(300, 500];(500.0, 650.0];1
5904;F;Amarelo;Estadual;Urbano;451.8;461.2;528.5;441.9;540.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;NãoSabe;Grupo(A,B,C);Sim;Sim;Nao;998;E;4;5;2.0;(1, 2];484.68;(300, 500];(500, 650];(300, 500];(300, 500];(500.0, 650.0];1
5905;F;Parda;Estadual;Urbano;357.4;466.7;457.4;445.9;520.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;4990;C;5;4;2.5;(2, 3];449.48;(300, 500];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
5906;F;Preta;Estadual;Urbano;545.5;504.9;525.5;637.0;900.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;2495;D;12;12;2.5;(2, 3];622.58;(500, 650];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
5907;F;Branco;Particular;Urbano;717.3;747.9;679.9;911.1;760.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;19960;A;18;18;1.25;(1, 2];763.24;(800, 1000];(650, 800];(650, 800];(650, 800];(650.0, 800.0];0
5908;M;Preta;Estadual;Urbano;428.1;509.2;515.8;534.8;600.0;2211001.0;NaoSabe;NaoSabe;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;1996;E;0;0;3.0;(2, 3];517.58;(500, 650];(500, 650];(500, 650];(300, 500];(500.0, 650.0];1
5909;M;Parda;Federal;Urbano;478.9;354.3;460.7;493.2;620.0;2211001.0;Medio;Medio;NãoSabe;Grupo(D,E);Sim;Não;Nao;998;E;12;12;1.33;(1, 2];481.42;(300, 500];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
5910;M;NaoDeclarado;Particular;Urbano;717.8;659.7;700.7;870.0;680.0;2211001.0;FundamentalCompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;1497;E;9;12;2.5;(2, 3];725.64;(800, 1000];(650, 800];(650, 800];(650, 800];(650.0, 800.0];0
5911;M;Parda;Estadual;Urbano;372.0;376.1;402.0;487.9;480.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;1996;E;5;5;1.33;(1, 2];423.6;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
5912;M;Parda;Estadual;Urbano;558.2;586.8;561.9;583.5;600.0;2211001.0;FundamentalIncompleto;Medio;Grupo(A,B,C);NãoSabe;Sim;Não;Sim;1497;E;4;12;5.0;(4, 20];578.0799999999998;(500, 650];(500, 650];(500, 650];(500, 650];(500.0, 650.0];0
5913;F;Parda;Estadual;Urbano;455.1;509.4;539.3;423.3;540.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;12;12;1.0;(0, 1];493.42;(300, 500];(500, 650];(500, 650];(300, 500];(500.0, 650.0];1
5914;F;Parda;Estadual;Urbano;419.0;511.8;518.3;503.8;460.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;1497;E;4;4;3.0;(2, 3];482.57999999999987;(500, 650];(500, 650];(500, 650];(300, 500];(300.0, 500.0];1
5915;F;Amarelo;Particular;Urbano;517.1;430.7;583.2;716.9;940.0;2211001.0;Superior;Medio;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;6986;C;16;12;1.33;(1, 2];637.58;(650, 800];(500, 650];(300, 500];(500, 650];(800.0, 1000.0];0
5916;M;Parda;Particular;Urbano;575.4;586.1;590.9;914.7;780.0;2211001.0;FundamentalCompleto;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;2495;D;9;18;2.0;(1, 2];689.42;(800, 1000];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
5917;M;Parda;Particular;Urbano;517.2;431.6;511.5;672.9;880.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;7984;C;16;18;2.0;(1, 2];602.64;(650, 800];(500, 650];(300, 500];(500, 650];(800.0, 1000.0];0
5918;M;Branco;Particular;Urbano;652.7;652.4;609.0;781.4;920.0;2211001.0;FundamentalIncompleto;Superior;Grupo(D,E);NãoSabe;Sim;Sim;Sim;3992;D;5;16;1.33;(1, 2];723.1;(650, 800];(500, 650];(650, 800];(650, 800];(800.0, 1000.0];0
5919;F;Parda;Estadual;Urbano;383.8;421.4;510.6;507.6;600.0;2211001.0;NaoSabe;Superior;NãoSabe;Grupo(D,E);Sim;Não;Nao;1996;E;0;18;1.5;(1, 2];484.68;(500, 650];(500, 650];(300, 500];(300, 500];(500.0, 650.0];1
5920;M;Parda;Particular;Urbano;691.2;663.2;612.2;845.3;900.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;19960;A;18;18;1.33;(1, 2];742.3799999999999;(800, 1000];(500, 650];(650, 800];(650, 800];(800.0, 1000.0];0
5921;F;Parda;Particular;Urbano;594.0;609.4;620.4;684.0;900.0;2211001.0;Superior;FundamentalCompleto;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;1996;E;16;9;1.0;(0, 1];681.5600000000002;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
5922;F;Branco;Particular;Urbano;597.0;573.6;568.4;474.7;940.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;9980;C;18;16;1.0;(0, 1];630.74;(300, 500];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
5923;F;Parda;Particular;Urbano;441.9;494.5;560.8;598.5;800.0;2211001.0;Superior;Medio;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;11976;B;16;12;1.33;(1, 2];579.1400000000001;(500, 650];(500, 650];(300, 500];(300, 500];(650.0, 800.0];0
5924;M;Branco;Particular;Urbano;608.7;587.8;581.1;651.4;820.0;2211001.0;Superior;Medio;Grupo(D,E);Grupo(A,B,C);Sim;Sim;Sim;4990;C;18;12;1.0;(0, 1];649.8;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
5925;M;Parda;Particular;Urbano;418.8;558.2;415.3;382.3;760.0;2211001.0;Superior;Medio;Grupo(D,E);Grupo(A,B,C);Sim;Não;Sim;2495;D;18;12;3.0;(2, 3];506.92000000000013;(300, 500];(300, 500];(500, 650];(300, 500];(650.0, 800.0];1
5926;F;Branco;Estadual;Urbano;527.8;538.0;544.1;530.8;600.0;2211001.0;FundamentalIncompleto;Superior;Grupo(A,B,C);Grupo(D,E);Sim;Não;Nao;998;E;4;16;1.5;(1, 2];548.14;(500, 650];(500, 650];(500, 650];(500, 650];(500.0, 650.0];0
5927;F;Parda;Federal;Urbano;553.0;492.4;528.6;400.3;580.0;2211001.0;FundamentalIncompleto;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;5;9;1.5;(1, 2];510.86;(300, 500];(500, 650];(300, 500];(500, 650];(500.0, 650.0];1
5928;F;Amarelo;Estadual;Urbano;398.6;426.1;474.0;474.6;480.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;1497;E;12;12;2.0;(1, 2];450.66;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
5929;M;Amarelo;Estadual;Urbano;474.6;393.0;483.9;389.4;700.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;1497;E;12;12;2.0;(1, 2];488.18;(300, 500];(300, 500];(300, 500];(300, 500];(650.0, 800.0];1
5930;M;Branco;Particular;Urbano;762.2;664.5;632.1;910.2;880.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;19960;A;18;18;1.0;(0, 1];769.8;(800, 1000];(500, 650];(650, 800];(650, 800];(800.0, 1000.0];0
5931;M;Preta;Particular;Urbano;573.2;567.9;587.8;707.7;840.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(D,E);Sim;Não;Sim;1497;E;12;12;1.33;(1, 2];655.3199999999998;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
5932;M;Branco;Particular;Urbano;365.3;430.7;498.5;428.7;660.0;2211001.0;Medio;Superior;Grupo(A,B,C);Grupo(D,E);Sim;Sim;Nao;1497;E;12;18;2.0;(1, 2];476.64;(300, 500];(300, 500];(300, 500];(300, 500];(650.0, 800.0];1
5933;M;Parda;Federal;Urbano;577.3;626.3;560.8;686.2;920.0;2211001.0;FundamentalIncompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;1497;E;5;12;1.5;(1, 2];674.1200000000001;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
5934;F;Preta;Federal;Urbano;555.4;536.7;579.2;611.7;600.0;2211001.0;Medio;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;12;5;2.0;(1, 2];576.6000000000001;(500, 650];(500, 650];(500, 650];(500, 650];(500.0, 650.0];0
5935;F;Parda;Particular;Urbano;587.8;646.7;599.4;664.9;920.0;2211001.0;Medio;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;8982;C;12;16;2.0;(1, 2];683.76;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
5936;F;Preta;Estadual;Urbano;456.9;536.0;502.1;414.1;660.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;0;E;0;0;4.0;(3, 4];513.8199999999998;(300, 500];(500, 650];(500, 650];(300, 500];(650.0, 800.0];1
5937;M;Branco;Particular;Urbano;605.5;650.2;603.4;763.9;740.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;19960;A;16;16;0.67;(0, 1];672.6;(650, 800];(500, 650];(650, 800];(500, 650];(650.0, 800.0];0
5938;F;Parda;Particular;Urbano;457.6;528.2;551.1;453.2;960.0;2211001.0;FundamentalCompleto;Medio;Grupo(A,B,C);Grupo(D,E);Sim;Não;Sim;1497;E;9;12;2.0;(1, 2];590.02;(300, 500];(500, 650];(500, 650];(300, 500];(800.0, 1000.0];0
5939;F;Preta;Estadual;Urbano;405.0;499.2;540.1;385.5;560.0;2211001.0;NaoSabe;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;0;9;2.0;(1, 2];477.96;(300, 500];(500, 650];(300, 500];(300, 500];(500.0, 650.0];1
5940;F;Parda;Particular;Urbano;458.1;575.3;479.9;461.5;660.0;2211001.0;FundamentalIncompleto;Medio;NãoSabe;NãoSabe;Sim;Não;Sim;1497;E;4;12;2.0;(1, 2];526.9599999999998;(300, 500];(300, 500];(500, 650];(300, 500];(650.0, 800.0];1
5941;F;Parda;Particular;Urbano;452.5;602.5;595.7;737.2;940.0;2211001.0;Superior;Superior;Grupo(A,B,C);Grupo(D,E);Sim;Sim;Sim;2495;D;18;18;1.0;(0, 1];665.58;(650, 800];(500, 650];(500, 650];(300, 500];(800.0, 1000.0];0
5942;F;Preta;Particular;Urbano;555.1;587.3;609.7;599.4;920.0;2211001.0;Medio;Superior;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;4990;C;12;16;1.33;(1, 2];654.3;(500, 650];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
5943;M;Parda;Estadual;Urbano;489.2;430.0;529.0;495.9;580.0;2211001.0;FundamentalIncompleto;FundamentalCompleto;Grupo(A,B,C);Grupo(D,E);Sim;Não;Sim;1497;E;5;9;1.75;(1, 2];504.82;(300, 500];(500, 650];(300, 500];(300, 500];(500.0, 650.0];1
5944;F;Parda;Particular;Urbano;571.0;613.1;597.6;707.0;720.0;2211001.0;Medio;Medio;Grupo(D,E);Grupo(A,B,C);Sim;Não;Sim;2994;D;12;12;3.0;(2, 3];641.74;(650, 800];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
5945;M;Parda;Particular;Urbano;632.9;652.5;626.9;745.0;880.0;2211001.0;Medio;Medio;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;2994;D;12;12;2.0;(1, 2];707.46;(650, 800];(500, 650];(650, 800];(500, 650];(800.0, 1000.0];0
5946;M;Parda;Particular;Urbano;459.2;436.2;421.6;464.0;640.0;2211001.0;Medio;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;1497;E;12;5;2.5;(2, 3];484.2;(300, 500];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
5947;M;Branco;Particular;Urbano;422.6;350.1;440.6;532.1;740.0;2211001.0;NaoSabe;NaoSabe;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;19960;A;0;0;1.0;(0, 1];497.08;(500, 650];(300, 500];(300, 500];(300, 500];(650.0, 800.0];1
5948;F;Branco;Estadual;Urbano;458.6;567.2;551.1;549.0;880.0;2211001.0;FundamentalCompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;2495;D;9;12;1.33;(1, 2];601.1800000000002;(500, 650];(500, 650];(500, 650];(300, 500];(800.0, 1000.0];0
5949;F;Branco;Particular;Urbano;581.8;644.6;629.7;714.8;920.0;2211001.0;Superior;Medio;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;2994;D;16;12;1.33;(1, 2];698.1800000000002;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
5950;M;Preta;Federal;Urbano;589.6;630.0;611.7;682.5;880.0;2211001.0;NaoSabe;Medio;NãoSabe;Grupo(D,E);Sim;Sim;Sim;1497;E;0;12;1.0;(0, 1];678.76;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
5951;M;Parda;Estadual;Urbano;374.8;390.0;385.9;396.3;380.0;2211001.0;FundamentalIncompleto;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;998;E;4;9;2.0;(1, 2];385.4;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
5952;M;Parda;Estadual;Urbano;515.7;349.1;503.4;512.6;600.0;2211001.0;FundamentalCompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;998;E;9;5;1.33;(1, 2];496.16;(500, 650];(500, 650];(300, 500];(500, 650];(500.0, 650.0];1
5953;M;Preta;Particular;Urbano;628.3;628.5;619.0;844.7;860.0;2211001.0;FundamentalIncompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;1497;E;5;12;2.33;(2, 3];716.1;(800, 1000];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
5954;F;Parda;Estadual;Urbano;379.4;434.8;470.4;474.5;460.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;12;12;3.0;(2, 3];443.82;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
5955;F;Branco;Particular;Urbano;666.6;723.0;677.1;789.2;920.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;19960;A;18;18;1.0;(0, 1];755.1800000000002;(650, 800];(650, 800];(650, 800];(650, 800];(800.0, 1000.0];0
5956;F;Parda;Particular;Urbano;392.0;568.1;576.1;617.7;740.0;2211001.0;FundamentalIncompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;5;12;2.0;(1, 2];578.78;(500, 650];(500, 650];(500, 650];(300, 500];(650.0, 800.0];0
5957;F;Parda;Particular;Urbano;608.5;604.2;616.9;731.0;920.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;19960;B;18;16;1.25;(1, 2];696.12;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
5958;F;Branco;Estadual;Urbano;548.8;345.0;575.7;479.4;600.0;2211001.0;Medio;Medio;Grupo(D,E);Grupo(A,B,C);Sim;Sim;Sim;3992;D;12;12;1.33;(1, 2];509.77999999999986;(300, 500];(500, 650];(300, 500];(500, 650];(500.0, 650.0];1
5959;F;Parda;Estadual;Urbano;383.9;427.5;466.0;470.0;740.0;2211001.0;FundamentalCompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Não;Não;Nao;998;E;9;12;1.33;(1, 2];497.48;(300, 500];(300, 500];(300, 500];(300, 500];(650.0, 800.0];1
5960;M;Branco;Estadual;Urbano;454.7;462.3;372.4;500.9;520.0;2211001.0;FundamentalIncompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;5;12;3.0;(2, 3];462.06;(500, 650];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
5961;F;Parda;Particular;Urbano;567.3;633.9;593.8;744.9;900.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;19960;B;18;16;0.75;(0, 1];687.9799999999998;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
5962;M;Parda;Particular;Urbano;566.1;534.9;514.6;573.5;860.0;2211001.0;FundamentalCompleto;Medio;Grupo(A,B,C);Grupo(D,E);Sim;Não;Sim;1497;E;9;12;2.0;(1, 2];609.8199999999998;(500, 650];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
5963;F;Parda;Particular;Urbano;429.9;511.9;422.3;504.7;940.0;2211001.0;Medio;FundamentalCompleto;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;2495;D;12;9;3.0;(2, 3];561.76;(500, 650];(300, 500];(500, 650];(300, 500];(800.0, 1000.0];1
5964;F;Parda;Estadual;Urbano;528.8;574.5;518.4;385.0;620.0;2211001.0;NaoSabe;Medio;NãoSabe;Grupo(A,B,C);Sim;Sim;Sim;1497;E;0;12;1.33;(1, 2];525.3399999999998;(300, 500];(500, 650];(500, 650];(500, 650];(500.0, 650.0];1
5965;M;Parda;Particular;Urbano;604.0;601.4;590.2;640.9;740.0;2211001.0;Medio;Medio;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;6986;C;12;12;0.75;(0, 1];635.3;(500, 650];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
5966;M;Branco;Particular;Urbano;567.2;525.1;561.6;620.2;860.0;2211001.0;Medio;FundamentalCompleto;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;2994;D;12;9;1.0;(0, 1];626.82;(500, 650];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
5967;M;Parda;Particular;Urbano;635.9;638.5;579.3;710.3;840.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;11976;B;18;18;1.0;(0, 1];680.8;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
